# tag	id	type	category	cat2_cntr	cat2_text	cmd	icon	name	desc
1	0	-1	1	1	-2	S'asseoir/Se lever	icon.action001	"Appuyer pour S'asseoir/Se lever. (/sit, /stand)"	sitstand
1	1051	-1	5	40	"14251|14252|14253|14254|14255|14256|14257|14258|14259|14260|14265|14266|14267|14268|14269|14270|14271|14272|14273|14274|14275|14276|14277|14278|14279|14280|14281|14282|14283|14284|14285|14286|14287|14288|14289|14290|14291|14292|14293|14294"	Bless the Body	icon.action113	Augmente les HP maximums temporairement.	skill7002
1	1052	-1	5	40	"14251|14252|14253|14254|14255|14256|14257|14258|14259|14260|14265|14266|14267|14268|14269|14270|14271|14272|14273|14274|14275|14276|14277|14278|14279|14280|14281|14282|14283|14284|14285|14286|14287|14288|14289|14290|14291|14292|14293|14294"	Bless the Soul	icon.action114	Augmente les MP maximums temporairement.	skill7002
1	1053	-1	5	40	"14251|14252|14253|14254|14255|14256|14257|14258|14259|14260|14265|14266|14267|14268|14269|14270|14271|14272|14273|14274|14275|14276|14277|14278|14279|14280|14281|14282|14283|14284|14285|14286|14287|14288|14289|14290|14291|14292|14293|14294"	Haste	icon.action115	Augmente l'Attack Speed temporairement.	skill7002
1	1054	-1	5	40	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Acumen	icon.action116	Augmente le Casting Speed temporairement.	skill7002
1	1055	-1	5	40	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Clarity	icon.action117	Baisse temporairement la consommation des compétences en MP de la cible. Consomme des Runestones.	skill7002
1	1056	-1	5	40	"14435|14436|14437|14438|14439|14440|14441|14442|14443|14444|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Empower	icon.action113	Augmente la M. Atk temporairement.	skill7002
1	1057	-1	5	36	"14439|14440|14441|14442|14443|14444|14449|14450|14451|14452|14453|14454|14455|14456|14457|14458|14459|14460|14461|14462|14463|14464|14465|14466|14467|14468|14469|14470|14471|14472|14473|14474|14475|14476|14477|14478"	Wild Magic	icon.action114	Augmente temporairement le taux de critiques des dégats magiques.	skill7002
1	1058	-1	5	40	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Death Whisper	icon.action115	Augmente temporairement le puissance d'attaque critique.	skill7002
1	1059	-1	5	40	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Focus	icon.action116	Augmente temporairement la probabilité d'une attaque critique.	skill7002
1	1060	-1	5	40	"14619|14620|14621|14622|14623|14624|14625|14626|14627|14628|14633|14634|14635|14636|14637|14638|14639|14640|14641|14642|14643|14644|14645|14646|14647|14648|14649|14650|14651|14652|14653|14654|14655|14656|14657|14658|14659|14660|14661|14662"	Guidance	icon.action117	Augmente temporairement la précision.	skill7002
1	1061	-1	4	2	"16044|16045"	Death Blow	icon.action113	Réveille une capacité cachée pour infliger une puissante attaque sur l'ennemi. Requière l'application du skill Awakening.	skill7002
1	1062	-1	4	1	16044	Double Attack	icon.action114	Attaque rapidement l'ennemi, deux fois.	skill7002
1	1063	-1	4	1	16044	Spin Attack	icon.action115	Inflige un choc et fait des dégâts à l'ennemi en même temps avec une puissante attaque tournante.	skill7002
1	1064	-1	4	1	16044	Meteor Shower	icon.action116	Attaque les ennemis autour de vous avec un amas d'attaque de poupées.	skill7002
1	1065	-1	4	4	"16043|16044|16045|16046"	Awakening	icon.action117	Eveil une capacité cachée.	skill7002
1	1066	-1	4	2	"16043|16051"	Thunder Bolt	icon.action113	Attaque l'ennemi grâce au pouvoir du tonnerre.	skill7002
1	1067	-1	4	2	"16043|16051"	Flash	icon.action114	Inflige un martinet magique contre les ennemis les plus proches.	skill7002
1	1068	-1	4	2	"16043|16051"	Lightning Wave	icon.action115	Attaque les ennemis autour de vous avec le pouvoir de la foudre.	skill7002
1	1069	-1	4	2	"16043|16046"	Flare	icon.action116	Eveil une capacité cachée pour infliger une puissante attaque sur l'ennemi. Requière l'application du skill Awakening.	skill7002
1	1070	-1	4	8	"16045|16046|16034|16035|16036|16051|16052|16053"	Buff Control	icon.action113	Contrôle pour éviter un buff sur le maître. Dure 5 minutes.	skill7002
1	1071	-1	5	2	"14916|14917"	Power Striker	icon.action111	Attaque puissante contre la cible.	skill7002
1	1072	-1	4	1	16052	Piercing Attack	icon.action114	Inflige une puissante attaque qui semble transpercer la cible.	skill7002
1	1073	-1	4	1	16052	Whirlwind	icon.action115	Attaque les ennemis autour de vous en tournant votre propre corps comme un tourbillon.	skill7002
1	1074	-1	4	1	16052	Lance Smash	icon.action116	Attaque un front d'ennemis avec une puissante poussée de lance.	skill7002
1	1075	-1	4	1	16052	Battle Cry	icon.action117	Cri de victoire qui augmente vos capacités.	skill7002
1	1076	-1	4	1	16053	Power Smash	icon.action114	Inflige une puissante attaque sur la cible.	skill7002
1	1077	-1	4	1	16053	Energy Burst	icon.action115	"Rassemble l'énergie dans votre corps, et la relâche dans une explosion destructive."	skill7002
1	1078	-1	4	1	16053	Shock Wave	icon.action116	Frappe les ennemis avec une puissante vague de force.	skill7002
1	1079	-1	4	1	16053	Howl	icon.action117	Emet un lourd rugissement qui amplifie vos capacités.	skill7002
1	1080	-1	5	1	14918	Phoenix Rush	icon.action108	Charge vers l'ennemi et inflige des dégâts.	skill7002
1	1081	-1	5	1	14918	Phoenix Cleanse	icon.action109	Annule les de-buffs de la cible.	skill7002
1	1082	-1	5	1	14918	Phoenix Flame Feather	icon.action105	Emet une propagation de flammes en forme d'anneaux.	skill7002
1	1083	-1	5	1	14918	Phoenix Flame Beak	icon.action111	Attaque l'ennemi avec un puissant bec flamboyant.	skill7002
1	1084	-1	4	3	"16051|16052|16053"	Switch State	icon.action105	Vous bascule entre les modes d'Attaque et de Support.	skill7002
1	1086	-1	5	33	"14803|14804|14805|14806|14807|14808|14809|14810|14811|14812|14813|14814|14815|14816|14817|14818|14819|14820|14821|14822|14823|14824|14825|14826|14827|14828|14829|14830|14831|14832|14833|14834|14835"	Panther Cancel	icon.action109	Annule plus d'un des buffs de l'ennemi.	skill7002
1	1087	-1	5	37	"14799|14800|14801|14802|14803|14804|14805|14806|14807|14808|14809|14810|14811|14812|14813|14814|14815|14816|14817|14818|14819|14820|14821|14822|14823|14824|14825|14826|14827|14828|14829|14830|14831|14832|14833|14834|14835"	Panther Dark Claw	icon.action105	Baisse l'attribut sombre de l'ennemi par 25.	skill7002
1	1088	-1	5	35	"14801|14802|14803|14804|14805|14806|14807|14808|14809|14810|14811|14812|14813|14814|14815|14816|14817|14818|14819|14820|14821|14822|14823|14824|14825|14826|14827|14828|14829|14830|14831|14832|14833|14834|14835"	Panther Fatal Claw	icon.action105	Se braque sur les points vitaux de l'ennemi.	skill7002
1	1089	-1	4	1	16067	Tail Strike	icon.action111	Frappe plusieurs ennemis devant avec la queue.	skill7002
1	1090	-1	4	1	16068	Strider Bite	icon.action111	Mord les ennemis devant.	skill7002
1	1091	-1	4	1	16068	Strider Fear	icon.action109	Cause la fuite des ennemis proches dans la peur.	skill7002
1	1092	-1	4	1	16068	Strider Dash	icon.action108	Augmente la vitesse de déplacement.	skill7002
