# nbr	zone_color_id	x_world_grid	y_world_grid	top_z	bottom_z	zone_name	coords1	coords2	coords3	coords4	coords5	coords6	UNK_1	map	dupa
288	254	25	16	30000	-30000	Shrine of Loyalty	-1	-1	-1	-1	-1	-1	0		0
289	255	23	16	30000	-30000	Varka Silenos Barracks	-1	-1	-1	-1	-1	-1	0		0
290	17	0	0	30000	-30000	Rune Territory	-1	-1	-1	-1	-1	-1	0		0
291	254	21	16	30000	-30000	Rune Township	1016	1062	29760	-55808	1024	1024	"0,05"	map_rune_village	0
292	253	21	16	30000	-30000	Rune Harbor	-1	-1	-1	-1	-1	-1	0		0
293	253	21	15	30000	-30000	Windtail Waterfall	-1	-1	-1	-1	-1	-1	0		0
294	255	21	15	30000	-30000	Beast Farm	-1	-1	-1	-1	-1	-1	0		0
295	254	22	15	30000	-30000	Valley of Saints	-1	-1	-1	-1	-1	-1	0		0
296	254	21	15	30000	-30000	Valley of Saints	-1	-1	-1	-1	-1	-1	0		0
297	254	23	15	30000	-30000	Valley of Saints	-1	-1	-1	-1	-1	-1	0		0
298	255	21	16	30000	-30000	Forest of the Dead	-1	-1	-1	-1	-1	-1	0		0
299	253	22	16	30000	-3490	Swamp of Screams	-1	-1	-1	-1	-1	-1	0		0
300	253	22	15	30000	-3490	Swamp of Screams	-1	-1	-1	-1	-1	-1	0		0
301	253	23	16	30000	-3490	Swamp of Screams	-1	-1	-1	-1	-1	-1	0		0
302	252	23	16	30000	-30000	Devil's Pass	-1	-1	-1	-1	-1	-1	0		0
303	249	16	12	30000	-30000	Dimensional Rift	-1	-1	-1	-1	-1	-1	0		0
304	255	25	14	30000	-30000	"Forge of the Gods, Upper Level"	-1	-1	-1	-1	-1	-1	0		0
305	255	25	20	30000	-30000	The Forest of Mirrors	-1	-1	-1	-1	-1	-1	0		0
306	253	19	23	-3700	-30000	Ant Incubator	-1	-1	-1	-1	-1	-1	0		0
307	253	19	23	30000	-4400	Wasteland	-1	-1	-1	-1	-1	-1	0		0
308	251	21	21	30000	-30000	Death Pass	-1	-1	-1	-1	-1	-1	0		0
309	251	23	21	30000	-30000	Death Pass	-1	-1	-1	-1	-1	-1	0		0
310	252	21	16	30000	-30000	Cursed Village	-1	-1	-1	-1	-1	-1	0		0
311	18	0	0	30000	-30000	Olympiad Stadium	-1	-1	-1	-1	-1	-1	0		0
312	254	23	16	30000	-30000	Varka Silenos Village	-1	-1	-1	-1	-1	-1	0		0
313	253	24	15	30000	-30000	Ketra Orc Village	-1	-1	-1	-1	-1	-1	0		0
314	254	23	21	30000	-30000	Hardin's Academy	-1	-1	-1	-1	-1	-1	0		0
315	249	20	16	30000	-1300	Rune Castle	-1	-1	-1	-1	-1	-1	0		0
316	246	19	16	-5600	-30000	The Pagan Temple	-1	-1	-1	-1	-1	-1	0		0
317	253	22	16	-3500	-30000	Stakato Nest	-1	-1	-1	-1	-1	-1	0		0
318	246	22	16	30000	-30000	Stakato Nest	-1	-1	-1	-1	-1	-1	0		0
321	244	25	15	-4500	-5500	The Last Imperial Tomb	-1	-1	-1	-1	-1	-1	0		0
322	254	24	14	30000	-30000	Rainbow Springs Chateau	-1	-1	-1	-1	-1	-1	0		0
323	222	21	15	30000	-30000	Wild Beast Reserve	-1	-1	-1	-1	-1	-1	0		0
324	235	21	17	30000	-30000	Fortress of the Dead	-1	-1	-1	-1	-1	-1	0		0
325	239	22	13	30000	-30000	Schuttgart Castle	-1	-1	-1	-1	-1	-1	0		0
326	210	22	13	30000	-30000	Town of Schuttgart	1268	605	77344	-147392	1024	1024	"0,05"	map_town_of_schuttgart	0
327	235	21	14	30000	-30000	Valley of the Lords	-1	-1	-1	-1	-1	-1	0		0
328	249	23	12	30000	-30000	Mining Zone Passage	-1	-1	-1	-1	-1	-1	0		0
329	207	23	13	30000	-30000	Plunderous Plains	-1	-1	-1	-1	-1	-1	0		0
330	244	23	14	30000	-30000	Frozen Labyrinth	-1	-1	-1	-1	-1	-1	0		0
331	247	23	14	30000	-30000	Freya's Garden	-1	-1	-1	-1	-1	-1	0		0
332	253	22	14	30000	-30000	Pavel Ruins	-1	-1	-1	-1	-1	-1	0		0
333	231	22	14	30000	-30000	Caron's Dungeon	-1	-1	-1	-1	-1	-1	0		0
334	218	22	14	30000	-30000	Den of Evil	-1	-1	-1	-1	-1	-1	0		0
335	251	21	14	30000	-30000	Crypts of Disgrace	-1	-1	-1	-1	-1	-1	0		0
336	209	22	14	30000	-30000	Archaic Laboratory	-1	-1	-1	-1	-1	-1	0		0
337	249	23	14	30000	-30000	Frost Lake	-1	-1	-1	-1	-1	-1	0		0
338	214	23	13	30000	-30000	Sky Wagon Relic	-1	-1	-1	-1	-1	-1	0		0
339	247	25	15	-4500	-5500	The Last Imperial Tomb	-1	-1	-1	-1	-1	-1	0		0
340	244	25	15	-5600	-30000	Sepulcher of Great Sages	-1	-1	-1	-1	-1	-1	0		0
341	250	25	15	-4500	-5500	The Last Imperial Tomb	-1	-1	-1	-1	-1	-1	0		0
342	247	21	14	30000	-30000	Grave Robber Hideout	-1	-1	-1	-1	-1	-1	0		0
343	247	23	13	30000	-30000	Railroad Station	-1	-1	-1	-1	-1	-1	0		0
345	207	23	12	30000	-30000	Plunderous Plains	-1	-1	-1	-1	-1	-1	0		0
346	255	20	14	29998	-3900	Schuttgart Territory	-1	-1	-1	-1	-1	-1	0		0
347	252	23	14	30000	-30000	Ice Merchant Cabin	-1	-1	-1	-1	-1	-1	0		0
348	240	23	13	30000	-30000	Brigand Stronghold	-1	-1	-1	-1	-1	-1	0		0
349	250	21	21	30000	-30000	Fortress of Resistance	-1	-1	-1	-1	-1	-1	0		0
350	247	23	17	30000	-30000	Western Border Outpost	-1	-1	-1	-1	-1	-1	0		0
351	19	0	0	30000	-30000	The Immortal Plateau	-1	-1	-1	-1	-1	-1	0		0
352	20	0	0	30000	-30000	Spine Mountains	-1	-1	-1	-1	-1	-1	0		0
353	251	24	17	30000	-30000	Eastern Border Outpost	-1	-1	-1	-1	-1	-1	0		0
354	253	22	20	30000	-30000	Sel Mahum Training Grounds	-1	-1	-1	-1	-1	-1	0		0
355	242	20	17	30000	-30000	Primeval Plains	-1	-1	-1	-1	-1	-1	0		0
356	253	20	17	30000	-30000	Lost Nest	-1	-1	-1	-1	-1	-1	0		0
357	254	20	17	30000	-30000	Primeval Isle	-1	-1	-1	-1	-1	-1	0		0
358	251	18	10	-5000	-30000	Catacomb of the Heretic	-1	-1	-1	-1	-1	-1	0		0
359	251	19	10	-5000	-30000	Catacomb of the Apostate	-1	-1	-1	-1	-1	-1	0		0
360	251	20	10	-5000	-30000	Catacomb of the Forbidden Path	-1	-1	-1	-1	-1	-1	0		0
361	246	20	17	30000	-30000	Primeval Isle Wharf	-1	-1	-1	-1	-1	-1	0		0
362	250	20	17	30000	-30000	Sailren's Den	-1	-1	-1	-1	-1	-1	0		0
364	21	20	25	30000	-30000	Hellbound	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
365	255	20	25	30000	-30000	Steel Citadel	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
366	255	20	26	-5870	-10600	Steel Citadel	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
367	254	19	25	30000	-30000	Enchanted Megaliths	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
368	253	19	25	30000	-30000	Hidden Oasis	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
369	252	19	25	30000	-30000	Ancient Temple Remnants	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
370	251	19	25	30000	-30000	Sand Swept Dunes	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
371	250	19	25	30000	-30000	Caravan Encampment	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
372	249	19	25	30000	-30000	Hellbound Quarry	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
373	242	20	25	30000	-30000	Battered Lands	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
374	247	20	25	30000	-30000	Steel Citadel Outpost	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
375	246	20	25	30000	-30000	Anomic Foundry	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
376	245	20	25	30000	9500	Tower of Infinitum	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
377	244	20	25	30000	9500	Tully's Workshop	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
378	243	20	25	30000	9500	Tower of Naia	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
379	255	20	25	9500	-30000	Steel Citadel	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
380	255	20	25	9500	-30000	Steel Citadel	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
381	255	20	25	9500	-30000	Steel Citadel	1976	2620	-35600	217400	1024	1024	"0,0144"	map_hellbound	0
383	22	23	22	30000	-30000	Isle of Prayer	-1	-1	-1	-1	-1	-1	0		0
384	255	24	22	-11000	-13000	Crystal Caverns	-1	-1	-1	-1	-1	-1	0		0
385	255	24	22	30000	-11000	Isle of Prayer	-1	-1	-1	-1	-1	-1	0		0
386	254	24	22	30000	-5000	Chromatic Highlands	-1	-1	-1	-1	-1	-1	0		0
387	253	24	23	-5750	-6210	Dark Cloud Mansion	-1	-1	-1	-1	-1	-1	0		0
388	253	24	23	30000	-5750	Isle of Prayer	-1	-1	-1	-1	-1	-1	0		0
389	252	24	23	30000	-5000	Coral Reef	-1	-1	-1	-1	-1	-1	0		0
390	251	24	23	30000	-1015	Parnassus	-1	-1	-1	-1	-1	-1	0		0
391	251	24	23	-1015	-30000	Isle of Prayer	-1	-1	-1	-1	-1	-1	0		0
392	253	24	22	-5000	-16000	Coral Garden	-1	-1	-1	-1	-1	-1	0		0
393	253	24	22	30000	-5000	Dark Cloud Mansion	-1	-1	-1	-1	-1	-1	0		0
394	250	24	22	-9000	-16000	Emerald Square	-1	-1	-1	-1	-1	-1	0		0
395	250	24	22	30000	-9000	Isle of Prayer	-1	-1	-1	-1	-1	-1	0		0
396	249	24	22	-7400	-16000	Steam Corridor	-1	-1	-1	-1	-1	-1	0		0
397	249	24	22	30000	-7400	Chromatic Highlands	-1	-1	-1	-1	-1	-1	0		0
398	246	24	22	-11000	-16000	Coral Garden	-1	-1	-1	-1	-1	-1	0		0
399	246	24	22	30000	-10000	Isle of Prayer	-1	-1	-1	-1	-1	-1	0		0
400	245	24	22	-14500	-16000	Coral Garden	-1	-1	-1	-1	-1	-1	0		0
401	245	24	22	-9000	-13000	Emerald Square	-1	-1	-1	-1	-1	-1	0		0
402	245	24	22	30000	-8500	Isle of Prayer	-1	-1	-1	-1	-1	-1	0		0
406	23	17	20	30000	-30000	Isle of Souls: Dystopia	-1	-1	-1	-1	-1	-1	0		0
407	253	16	19	30000	-30000	Isle of Souls	-1	-1	-1	-1	-1	-1	0		0
408	253	17	19	30000	-30000	Isle of Souls	-1	-1	-1	-1	-1	-1	0		0
409	255	16	19	30000	-30000	Kamael Village	251	1522	-127366	35800	1024	1024	"0,053"	map_kamael_village	0
410	255	17	19	-3650	-5400	Nornil's Cave	406	1516	-94215	39750	1024	1024	"0,049"	dungeon_map_nornil_cave	0
411	255	17	19	30000	-3650	Mimir's Forest	-1	-1	-1	-1	-1	-1	0		0
412	255	16	20	-6730	-15700	Nornil's Garden	405	1600	-124450	71670	1024	1024	"0,05"	dungeon_map_nornil_garden	0
413	255	16	20	30000	-6730	Hills of Gold	-1	-1	-1	-1	-1	-1	0		0
414	254	16	19	3300	-430	Cave of Souls	-1	-1	-1	-1	-1	-1	0		0
415	254	16	19	30000	3300	Isle of Souls	-1	-1	-1	-1	-1	-1	0		0
416	254	16	19	-430	-30000	Isle of Souls	-1	-1	-1	-1	-1	-1	0		0
417	252	16	19	30000	-30000	Mimir's Forest	-1	-1	-1	-1	-1	-1	0		0
418	252	17	19	30000	-30000	Mimir's Forest	-1	-1	-1	-1	-1	-1	0		0
419	251	16	19	30000	-30000	Hills of Gold	-1	-1	-1	-1	-1	-1	0		0
420	251	16	20	30000	-30000	Hills of Gold	-1	-1	-1	-1	-1	-1	0		0
421	251	17	19	30000	-30000	Hills of Gold	-1	-1	-1	-1	-1	-1	0		0
422	205	18	22	30000	-30000	Camp Fortress	564	2111	-62336	143104	1024	1024	"0,05"	fortress_18_22	0
423	205	19	24	30000	-30000	Gludio Southern Fortress	717	2434	-31968	208608	1024	1024	"0,05"	fortress_19_24	0
424	205	20	23	30000	-30000	Hive Fortress	916	2252	10848	175968	1024	1024	"0,05"	fortress_20_23	0
425	205	23	21	30000	-30000	Valley Fortress	1457	1948	110432	110432	1024	1024	"0,05"	fortress_23_21	0
426	205	22	18	30000	-30000	Ivory Fortress	1207	1322	68864	480	1024	1024	"0,05"	fortress_22_18	0
427	205	24	19	30000	-30000	Narsell Fortress	1614	1594	143168	44864	1024	1024	"0,05"	fortress_24_19	0
428	205	25	19	30000	-30000	Bayou Fortress	1791	1513	175968	34720	1024	1024	"0,05"	fortress_25_19	0
429	205	23	24	30000	-30000	White Sands Fortress	1424	2343	110432	201024	1024	1024	"0,05"	fortress_23_24	0
430	205	24	15	30000	-30000	Borderland Fortress	1636	973	143168	-86208	1024	1024	"0,05"	fortress_24_15	0
431	205	22	16	30000	-30000	Swamp Fortress	1175	1015	65856	-65344	1024	1024	"0,05"	fortress_22_16	0
432	205	23	13	30000	-30000	Archaic Fortress	1371	621	102304	-151840	1024	1024	"0,05"	fortress_23_13	0
433	205	20	22	30000	-30000	Floran Fortress	841	2034	608	142944	1024	1024	"0,05"	fortress_20_22	0
434	205	18	20	30000	-30000	Cloud Mountain Fortress	559	1783	-63296	77184	1024	1024	"0,05"	fortress_18_20	0
435	205	21	22	30000	-30000	Tanor Fortress	1124	2028	44800	133408	1024	1024	"0,05"	fortress_21_22	0
436	205	20	20	30000	-30000	Dragonspine Fortress	924	1791	1408	77632	1024	1024	"0,05"	fortress_20_20	0
437	205	22	20	30000	-30000	Antharas's Fortress	1229	1785	69184	77088	1024	1024	"0,05"	fortress_22_20	0
438	205	23	17	30000	-1100	Western Fortress	1406	1172	103776	-20736	1024	1024	"0,05"	fortress_23_17	0
439	205	23	20	30000	-30000	Hunter's Fortress	1460	1803	110400	77536	1024	1024	"0,05"	fortress_23_20	0
440	205	22	23	30000	-30000	Aaru Fortress	1168	2253	65984	175008	1024	1024	"0,05"	fortress_22_23	0
441	205	23	16	30000	-30000	Demon Fortress	1329	1056	98624	-61920	1024	1024	"0,05"	fortress_23_16	0
442	205	22	15	30000	-30000	Monastic Fortress	1185	852	68032	-98112	1024	1024	"0,05"	fortress_22_15	0
443	240	20	16	-1300	-30000	Underground Camp	-1	-1	-1	-1	-1	-1	0		0
444	205	23	17	-1100	-30000	Western Border Outpost	-1	-1	-1	-1	-1	-1	0		0
445	250	16	20	30000	-6000	Stronghold I	-1	-1	-1	-1	-1	-1	0		0
446	250	17	19	30000	-3000	Stronghold II	-1	-1	-1	-1	-1	-1	0		0
447	249	17	19	30000	-3000	Stronghold III	-1	-1	-1	-1	-1	-1	0		0
451	24	18	16	30000	-4500	Fantasy Isle	-1	-1	-1	-1	-1	-1	0		0
452	255	17	16	-5500	-13800	Underground Coliseum	-1	-1	-1	-1	-1	-1	0		0
453	255	19	26	-6500	-15500	Tully's Workshop	-1	-1	-1	-1	-1	-1	0		0
454	254	19	26	-6500	-15500	Tully's Workshop	-1	-1	-1	-1	-1	-1	0		0
455	253	19	26	-7500	-15500	Tower of Infinitum	-1	-1	-1	-1	-1	-1	0		0
456	252	19	26	-8500	-13500	Tower of Infinitum	-1	-1	-1	-1	-1	-1	0		0
457	255	18	25	-5000	-30000	Tower of Naia	-1	-1	-1	-1	-1	-1	0		0
458	255	20	24	-5000	-12000	Tower of Naia	-1	-1	-1	-1	-1	-1	0		0
459	254	21	25	-5500	-6800	Underground Camp	-1	-1	-1	-1	-1	-1	0		0
460	255	17	11	-6500	-8500	Kamaloka (Hall of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
461	255	18	11	-6500	-8500	Kamaloka (Hall of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
462	255	19	11	-6500	-8500	Kamaloka (Hall of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
463	255	20	11	-6500	-8500	Rim Kamaloka (Hall of Nightmares)	-1	-1	-1	-1	-1	-1	0		0
464	255	21	11	-7000	-9000	Rim Kamaloka (Hall of Nightmares)	-1	-1	-1	-1	-1	-1	0		0
465	254	17	11	-6500	-8500	Near Kamaloka (Hall of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
466	254	18	11	-6500	-8500	Near Kamaloka (Hall of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
467	252	19	23	-4200	-5100	The Ant Nest	-1	-1	-1	-1	-1	-1	0		0
468	255	17	12	30000	-30000	Kamaloka (Labyrinth of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
469	255	18	12	30000	-30000	Kamaloka (Labyrinth of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
470	255	19	12	30000	-30000	Kamaloka (Labyrinth of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
471	255	20	12	30000	-30000	Kamaloka (Labyrinth of the Abyss)	-1	-1	-1	-1	-1	-1	0		0
472	255	22	11	30000	-30000	Devil's Isle	-1	-1	-1	-1	-1	-1	0		0
473	254	22	11	30000	-30000	Pirate Tunnel	-1	-1	-1	-1	-1	-1	0		0
474	254	17	15	-5000	-10000	Kratei's Cube	-1	-1	-1	-1	-1	-1	0		0
475	254	17	17	-5000	-10000	Kratei's Cube	-1	-1	-1	-1	-1	-1	0		0
476	254	18	15	-5000	-10000	Kratei's Cube	-1	-1	-1	-1	-1	-1	0		0
477	27	0	0	30000	-30000	Seed of Destruction	-1	-1	-1	-1	-1	-1	0		1
478	26	0	0	30000	-30000	Seed of Infinity	-1	-1	-1	-1	-1	-1	0		1
479	255	12	24	-8000	-15000	Tiat's Throne Room	-1	-1	-1	-1	-1	-1	0		1
480	254	12	24	-8000	-15000	Fortress of Destruction	-1	-1	-1	-1	-1	-1	0		1
481	253	12	24	-8000	-15000	Scouting Pass	-1	-1	-1	-1	-1	-1	0		1
482	252	12	24	-8000	-15000	Central Square	-1	-1	-1	-1	-1	-1	0		1
483	251	12	24	-8000	-15000	Entrance of Destruction	-1	-1	-1	-1	-1	-1	0		1
484	255	14	24	-10600	-13100	Death Gate	-1	-1	-1	-1	-1	-1	0		1
485	254	14	24	-7000	-10600	Hall of Suffering	-1	-1	-1	-1	-1	-1	0		1
486	254	14	24	-10600	-13100	Hall of Erosion	-1	-1	-1	-1	-1	-1	0		1
487	254	14	24	-13100	-16500	Heart of Infinity	-1	-1	-1	-1	-1	-1	0		1
488	255	15	25	30000	-30000	Warf of Gludio Airships	93	2574	-159904	241632	1024	1024	"0,05"	map_airship_harbor_gludio	0
489	255	14	25	30000	-30000	Keucereus Alliance Base	725	2483	-195008	232576	1024	1024	"0,05"	map_union_base_of_kserth	1
490	255	13	25	30000	-30000	Aerial Cleft	579	2543	-226016	232640	1024	1024	"0,042"	map_cleft	1
491	255	21	17	-8000	-9450	Rim Pailaka (Rune)	-1	-1	-1	-1	-1	-1	0		0
492	255	99	99	30000	-30000	Border	-1	-1	-1	-1	-1	-1	0		0
493	240	20	16	30000	-1300	Rune Castle	-1	-1	-1	-1	-1	-1	0		0
494	255	16	11	30000	-30000	Delusion Chamber	-1	-1	-1	-1	-1	-1	0		0
495	255	16	13	30000	-30000	Delusion Chamber	-1	-1	-1	-1	-1	-1	0		0
496	255	17	24	30000	-30000	Sanctum of the Lords of Dawn	-1	-1	-1	-1	-1	-1	0		0
497	254	17	24	30000	-30000	Disciple's Necropolis (past)	-1	-1	-1	-1	-1	-1	0		0
500	28	14	23	30000	-30000	Seed of Annihilation	-1	-1	-1	-1	-1	-1	0		1
501	246	23	15	-2700	-4000	Monastery of Silence	-1	-1	104192	-92416	1024	1024	"0,05"	dungeon_map_silence1	0
502	246	23	15	-90	-2690	Monastery of Silence	-1	-1	102912	-89088	1024	1024	"0,05"	dungeon_map_silence2	0
503	246	23	15	2000	-50	Monastery of Silence	-1	-1	102912	-89088	1024	1024	"0,05"	dungeon_map_silence3	0
504	250	21	10	-5200	-7410	Monastery of Silence	-1	-1	40960	-253952	1024	1024	"0,05"	dungeon_map_21_10	0
505	254	21	10	-5200	-7800	Monastery of Silence	-1	-1	-1	-1	-1	-1	0		0
506	251	22	10	-7150	-8900	Monastery of Silence	-1	-1	-1	-1	-1	-1	0		0
507	253	22	10	-9350	-9750	Beast Farm	-1	-1	-1	-1	-1	-1	0		0
508	249	21	16	-800	-1280	Rune Township	-1	-1	-1	-1	-1	-1	0		0
509	248	22	21	30000	-30000	Watcher's Tomb	-1	-1	-1	-1	-1	-1	0		0
